time,x,y,z
7.792,2.162228042,5.845592264,25.65572624
7.794,2.235150879,5.844457163,25.5448958
7.796,2.306615667,5.844170068,25.43549331
7.798,2.37666823,5.844746908,25.32749823
7.8,2.445353785,5.846202385,25.22089111
7.802,2.512716938,5.848550046,25.11565356
7.804,2.578801664,5.851802345,25.01176819
7.806,2.643651306,5.855970708,24.90921862
7.808,2.707308565,5.861065584,24.80798946
7.81,2.769815495,5.867096507,24.70806626
7.812,2.831213495,5.874072146,24.6094355
7.814,2.891543311,5.882000356,24.51208457
7.816,2.950845027,5.89088822,24.41600174
7.818,3.009158068,5.900742103,24.32117613
7.82,3.066521197,5.91156769,24.22759771
7.822,3.122972517,5.92337002,24.13525727
7.824,3.178549467,5.936153536,24.04414638
7.826,3.233288829,5.949922115,23.95425739
7.828,3.287226729,5.964679097,23.86558339
7.83,3.340398638,5.980427326,23.77811824
7.832,3.392839374,5.997169177,23.69185648
7.834,3.444583112,6.01490658,23.60679336
7.836,3.495663382,6.033641053,23.52292482
7.838,3.546113076,6.053373722,23.44024745
7.84,3.595964455,6.074105347,23.35875849
7.842,3.64524915,6.095836345,23.27845583
7.844,3.693998171,6.118566808,23.19933793
7.846,3.742241916,6.142296518,23.12140392
7.848,3.790010175,6.167024967,23.04465346
7.85,3.837332132,6.192751377,22.96908681
7.852,3.884236372,6.21947472,22.8947048
7.854,3.930750896,6.247193716,22.82150881
7.856,3.976903122,6.27590685,22.74950075
7.858,4.022719894,6.305612388,22.67868307
7.86,4.068227484,6.336308392,22.60905872
7.862,4.113451605,6.367992715,22.54063119
7.864,4.158417418,6.400663016,22.47340444
7.866,4.20314954,6.43431676,22.40738296
7.868,4.247672041,6.46895124,22.34257167
7.87,4.292008464,6.504563568,22.27897601
7.872,4.336181826,6.541150677,22.21660186
7.874,4.380214629,6.578709327,22.15545558
7.876,4.424128857,6.617236114,22.09554398
7.878,4.467945994,6.656727463,22.03687429
7.88,4.511687025,6.697179627,21.97945421
7.882,4.555372446,6.738588688,21.92329187
7.884,4.599022263,6.780950558,21.86839581
7.886,4.642656007,6.824260974,21.81477501
7.888,4.686292733,6.868515495,21.76243885
7.89,4.729951034,6.913709494,21.71139715
7.892,4.773649037,6.959838157,21.66166011
7.894,4.817404413,7.006896482,21.61323834
7.896,4.861234383,7.054879261,21.56614285
7.898,4.905155723,7.103781079,21.52038503
7.9,4.949184767,7.153596307,21.47597667
7.902,4.993337408,7.204319096,21.43292994
7.904,5.03762911,7.255943358,21.39125736
7.906,5.082074908,7.308462762,21.35097187
7.908,5.126689412,7.361870718,21.31208675
7.91,5.171486813,7.416160373,21.27461564
7.912,5.216480873,7.471324601,21.23857254
7.914,5.26168494,7.527355984,21.20397178
7.916,5.307111953,7.584246796,21.17082807
7.918,5.352774435,7.64198899,21.13915644
7.92,5.398684501,7.700574188,21.10897227
7.922,5.444853855,7.759993666,21.08029123
7.924,5.491293789,7.820238337,21.05312933
7.926,5.538015194,7.88129873,21.02750289
7.928,5.585028551,7.943164974,21.00342854
7.93,5.632343937,8.005826783,20.9809232
7.932,5.679971018,8.069273442,20.96000407
7.934,5.727919051,8.133493785,20.94068864
7.936,5.776196886,8.198476172,20.92299464
7.938,5.824812963,8.26420847,20.90694009
7.94,5.873775309,8.330678035,20.89254325
7.942,5.923091539,8.397871696,20.87982261
7.944,5.972768844,8.465775734,20.86879686
7.946,6.022814001,8.534375852,20.85948491
7.948,6.073233363,8.603657157,20.85190589
7.95,6.124032854,8.673604137,20.84607908
7.952,6.175217972,8.744200643,20.84202395
7.954,6.226793775,8.815429874,20.83976008
7.956,6.278764882,8.887274338,20.83930721
7.958,6.33113547,8.959715835,20.84068516
7.96,6.383909262,9.032735429,20.84391389
7.962,6.437089529,9.106313433,20.84901339
7.964,6.490679077,9.180429395,20.85600371
7.966,6.544680243,9.255062058,20.86490491
7.968,6.599094892,9.330189335,20.87573706
7.97,6.653924402,9.405788291,20.88852024
7.972,6.709169663,9.481835114,20.90327443
7.974,6.764831068,9.558305122,20.92001955
7.976,6.820908505,9.635172708,20.93877539
7.978,6.877401345,9.712411324,20.95956164
7.98,6.934308438,9.789993453,20.98239777
7.982,6.9916281,9.86789059,21.00730309
7.984,7.049358108,9.946073249,21.03429665
7.986,7.107495693,10.02451092,21.06339718
7.988,7.16603752,10.10317205,21.09462315
7.99,7.224979687,10.18202399,21.12799264
7.992,7.284317709,10.26103304,21.16352336
7.994,7.344046515,10.34016437,21.20123255
7.996,7.404160438,10.4193821,21.24113696
7.998,7.464653196,10.49864918,21.28325283
8,7.525517887,10.5779274,21.32759579
8.002,7.586746974,10.65717741,21.37418087
8.004,7.64833228,10.73635868,21.42302241
8.006,7.710264986,10.81542955,21.47413399
8.008,7.772535603,10.89434715,21.52752841
8.01,7.835133969,10.97306742,21.58321765
8.012,7.898049234,11.05154508,21.64121276
8.014,7.961269854,11.12973367,21.70152383
8.016,8.024783598,11.20758557,21.76415994
8.018,8.088577514,11.28505198,21.82912907
8.02,8.152637924,11.36208286,21.89643806
8.022,8.216950417,11.43862701,21.96609253
8.024,8.281499836,11.51463205,22.03809683
8.026,8.346270295,11.5900445,22.11245397
8.028,8.411245148,11.66480973,22.18916554
8.03,8.47640698,11.738872,22.26823166
8.032,8.5417376,11.81217444,22.34965087
8.034,8.607218035,11.88465911,22.4334201
8.036,8.672828544,11.95626708,22.5195346
8.038,8.738548607,12.02693844,22.60798788
8.04,8.804356905,12.09661231,22.69877159
8.042,8.870231326,12.16522687,22.79187549
8.044,8.936148965,12.23271945,22.88728736
8.046,9.002086123,12.29902656,22.98499296
8.048,9.068018303,12.36408395,23.08497591
8.05,9.133920208,12.42782663,23.18721767
8.052,9.199765747,12.49018899,23.29169742
8.054,9.265528057,12.55110486,23.39839208
8.056,9.331179483,12.61050759,23.50727617
8.058,9.396691593,12.66833007,23.61832178
8.06,9.462035177,12.72450488,23.73149846
8.062,9.527180277,12.77896431,23.84677325
8.064,9.59209619,12.83164055,23.9641106
8.066,9.656751468,12.88246569,24.08347226
8.068,9.721113937,12.93137184,24.20481727
8.07,9.785150721,12.97829128,24.32810191
8.072,9.848828268,13.02315654,24.45327973
8.074,9.912112348,13.06590051,24.58030141
8.076,9.974968081,13.10645656,24.70911476
8.078,10.03735996,13.14475868,24.83966468
8.08,10.09925191,13.18074158,24.97189326
8.082,10.16060725,13.21434083,25.10573962
8.084,10.22138878,13.245493,25.24113995
8.086,10.28155878,13.27413579,25.37802747
8.088,10.34107906,13.30020818,25.51633255
8.09,10.399911,13.32365051,25.65598265
8.092,10.45801558,13.34440472,25.79690231
8.094,10.51535339,13.36241446,25.93901317
8.096,10.57188474,13.37762519,26.08223407
8.098,10.62756965,13.38998435,26.22648112
8.1,10.6823679,13.39944153,26.37166763
8.102,10.73623911,13.40594863,26.51770424
8.104,10.78914276,13.40945999,26.66449897
8.106,10.84103825,13.40993247,26.81195735
8.108,10.89188498,13.40732565,26.95998245
8.11,10.94164236,13.40160203,27.10847498
8.112,10.99026989,13.39272714,27.25733337
8.114,11.03772722,13.38066957,27.40645395
8.116,11.08397423,13.36540116,27.55573104
8.118,11.12897104,13.34689723,27.70505706
8.12,11.17267814,13.32513662,27.85432267
8.122,11.2150564,13.30010181,28.00341692
8.124,11.25606715,13.27177896,28.15222743
8.126,11.29567225,13.2401581,28.30064053
8.128,11.33383417,13.20523324,28.44854143
8.13,11.37051603,13.1670024,28.59581439
8.132,11.4056817,13.12546771,28.7423429
8.134,11.43929582,13.08063556,28.88800991
8.136,11.47132394,13.03251654,29.03269797
8.138,11.5017325,12.9811255,29.17628944
8.14,11.53048897,12.92648167,29.31866673
8.142,11.55756189,12.86860865,29.45971252
8.144,11.58292091,12.8075344,29.59930987
8.146,11.60653691,12.74329128,29.73734253
8.148,11.62838199,12.67591605,29.87369513
8.15,11.64842963,12.60544985,30.00825343
8.152,11.66665464,12.53193812,30.14090444
8.154,11.68303329,12.4554306,30.27153671
8.156,11.69754336,12.37598132,30.40004058
8.158,11.71016417,12.29364843,30.52630832
8.16,11.72087663,12.20849421,30.65023434
8.162,11.72966332,12.12058491,30.77171546
8.164,11.73650852,12.02999073,30.89065109
8.166,11.74139823,11.93678562,31.00694337
8.168,11.74432023,11.84104719,31.12049741
8.17,11.74526413,11.74285657,31.23122149
8.172,11.74422138,11.64229829,31.33902725
8.174,11.74118528,11.53946006,31.44382971
8.176,11.73615108,11.43443265,31.54554762
8.178,11.7291159,11.32730969,31.64410355
8.18,11.72007884,11.21818751,31.73942396
8.182,11.70904091,11.10716493,31.83143936
8.184,11.69600511,10.99434304,31.92008449
8.186,11.6809764,10.879825,32.00529838
8.188,11.66396169,10.76371589,32.0870244
8.19,11.64496985,10.64612243,32.1652104
8.192,11.62401172,10.52715273,32.23980877
8.194,11.60110006,10.40691613,32.31077649
8.196,11.57624958,10.28552303,32.37807514
8.198,11.54947685,10.16308449,32.44167099
8.2,11.52080035,10.03971211,32.50153496
8.202,11.4902404,9.915517873,32.55764266
8.204,11.45781913,9.790613795,32.60997437
8.206,11.42356045,9.665111729,32.658515
8.208,11.38749002,9.53912317,32.7032541
8.21,11.34963518,9.4127591,32.74418576
8.212,11.31002492,9.286129659,32.7813086
8.214,11.26868983,9.159343963,32.81462566
8.216,11.22566206,9.032509991,32.84414435
8.218,11.18097521,8.905734335,32.86987635
8.22,11.13466435,8.779121973,32.89183751
8.222,11.08676589,8.65277612,32.91004771
8.224,11.03731756,8.526798134,32.92453083
8.226,10.98635832,8.401287251,32.93531452
8.228,10.9339283,8.276340446,32.9424301
8.23,10.88006874,8.152052339,32.94591247
8.232,10.82482191,8.028515062,32.94579994
8.234,10.76823105,7.905818078,32.94213402
8.236,10.71034025,7.784048094,32.93495929
8.238,10.65119448,7.663289,32.92432335
8.24,10.5908394,7.543621733,32.9102765
8.242,10.52932134,7.425124194,32.89287166
8.244,10.46668726,7.307871191,32.87216415
8.246,10.40298461,7.191934394,32.84821165
8.248,10.33826131,7.077382254,32.82107386
8.25,10.27256562,6.964279976,32.79081241
8.252,10.20594613,6.852689489,32.75749073
8.254,10.13845167,6.742669428,32.72117385
8.256,10.0701312,6.63427512,32.68192821
8.258,10.0010338,6.527558584,32.6398215
8.26,9.931208555,6.422568527,32.59492255
8.262,9.860704531,6.319350368,32.54730118
8.264,9.789570682,6.21794626,32.49702797
8.266,9.717855788,6.118395123,32.44417417
8.268,9.645608401,6.02073268,32.38881151
8.27,9.572876796,5.924991496,32.33101213
8.272,9.499708902,5.831201038,32.27084838
8.274,9.426152255,5.739387728,32.20839276
8.276,9.352253938,5.649575002,32.14371771
8.278,9.27806054,5.561783386,32.07689555
8.28,9.203618105,5.476030558,32.00799838
8.282,9.128972088,5.392331432,31.93709792
8.284,9.054167311,5.310698237,31.86426545
8.286,8.979247926,5.231140594,31.7895717
8.288,8.904257377,5.153665614,31.71308677
8.29,8.829238362,5.078277972,31.63488004
8.292,8.754232803,5.004980009,31.55502008
8.294,8.679281818,4.933771822,31.47357462
8.296,8.604425689,4.864651351,31.39061043
8.298,8.52970384,4.797614486,31.30619332
8.3,8.455154813,4.732655149,31.22038803
8.302,8.380816248,4.669765396,31.13325821
8.304,8.306724863,4.608935516,31.04486637
8.306,8.232916444,4.550154116,30.95527385
8.308,8.159425821,4.493408228,30.86454077
8.31,8.086286868,4.438683388,30.77272602
8.312,8.013532484,4.385963742,30.67988722
8.314,7.941194592,4.335232135,30.5860807
8.316,7.869304132,4.286470206,30.4913615
8.318,7.797891053,4.239658455,30.39578334
8.32,7.726984316,4.194776345,30.29939863
8.322,7.656611892,4.151802381,30.20225845
8.324,7.586800764,4.110714199,30.10441253
8.326,7.517576931,4.071488657,30.00590931
8.328,7.44896541,4.034101885,29.9067959
8.33,7.380990244,3.99852937,29.80711808
8.332,7.313674508,3.964746046,29.70692035
8.334,7.24704032,3.932726355,29.6062459
8.336,7.18110885,3.902444306,29.50513666
8.338,7.115900328,3.873873546,29.4036333
8.34,7.051434061,3.84698743,29.30177524
8.342,6.987728443,3.821759075,29.19960068
8.344,6.92480097,3.798161417,29.09714663
8.346,6.862668253,3.776167266,28.99444891
8.348,6.801346036,3.755749364,28.89154221
8.35,6.740849211,3.73688043,28.78846006
8.352,6.681191834,3.719533207,28.68523493
8.354,6.622387145,3.703680509,28.58189817
8.356,6.564447584,3.689295266,28.47848011
8.358,6.507384811,3.676350557,28.37501006
8.36,6.451209721,3.664819652,28.27151632
8.362,6.395932471,3.654676051,28.16802625
8.364,6.34156249,3.64589351,28.06456627
8.366,6.288108506,3.638446075,27.96116188
8.368,6.235578563,3.632308111,27.85783772
8.37,6.183980041,3.627454331,27.75461758
8.372,6.133319677,3.623859817,27.65152442
8.374,6.083603586,3.62150004,27.54858042
8.376,6.034837276,3.620350886,27.445807
8.378,5.987025679,3.620388677,27.34322484
8.38,5.940173162,3.621590185,27.24085393
8.382,5.89428355,3.623932646,27.13871356
8.384,5.849360145,3.627393777,27.03682238
8.386,5.805405749,3.631951783,26.93519843
8.388,5.762422683,3.63758538,26.83385913
8.39,5.720412804,3.64427379,26.73282135
8.392,5.679377525,3.651996762,26.63210139
8.394,5.639317837,3.660734568,26.53171506
8.396,5.600234325,3.670468018,26.43167764
8.398,5.56212719,3.68117846,26.33200395
8.4,5.524996263,3.692847783,26.23270838
8.402,5.488841024,3.705458422,26.13380486
8.404,5.453660623,3.718993361,26.03530694
8.406,5.419453895,3.733436126,25.93722776
8.408,5.386219378,3.748770794,25.83958012
8.41,5.353955328,3.764981988,25.74237648
8.412,5.322659734,3.782054873,25.64562895
8.414,5.292330342,3.799975157,25.54934936
8.416,5.262964661,3.818729087,25.45354925
8.418,5.234559983,3.838303443,25.3582399
8.42,5.207113398,3.858685536,25.26343232
8.422,5.180621806,3.879863205,25.1691373
8.424,5.155081936,3.901824804,25.07536543
8.426,5.130490352,3.924559202,24.98212707
8.428,5.106843474,3.948055779,24.88943243
8.43,5.084137586,3.972304413,24.79729152
8.432,5.062368849,3.997295475,24.70571422
8.434,5.041533318,4.023019822,24.61471026
8.436,5.021626946,4.049468788,24.52428925
8.438,5.002645602,4.076634181,24.43446068
8.44,4.984585076,4.104508267,24.34523394
8.442,4.967441096,4.133083763,24.25661836
8.444,4.951209334,4.162353832,24.16862315
8.446,4.935885415,4.192312071,24.0812575
8.448,4.921464929,4.222952506,23.99453053
8.45,4.907943439,4.254269578,23.90845132
8.452,4.895316488,4.286258131,23.82302892
8.454,4.883579615,4.318913404,23.73827238
8.456,4.872728352,4.352231023,23.65419072
8.458,4.862758237,4.386206995,23.57079298
8.46,4.853664823,4.42083769,23.48808821
8.462,4.84544368,4.456119837,23.40608546
8.464,4.838090406,4.492050506,23.32479385
8.466,4.831600633,4.528627103,23.2442225
8.468,4.825970029,4.565847359,23.16438062
8.47,4.821194306,4.603709323,23.08527744
8.472,4.817269226,4.642211345,23.00692228
8.474,4.814190605,4.681352069,22.92932454
8.476,4.811954319,4.721130416,22.85249368
8.478,4.810556306,4.761545581,22.77643926
8.48,4.80999257,4.802597021,22.70117096
8.482,4.810259188,4.844284442,22.62669854
8.484,4.811352309,4.886607791,22.55303188
8.486,4.813268162,4.929567234,22.48018099
8.488,4.816003054,4.97316316,22.408156
8.49,4.819553376,5.01739616,22.33696718
8.492,4.823915604,5.06226702,22.26662494
8.494,4.829086301,5.10777671,22.19713985
8.496,4.835062119,5.153926368,22.12852263
8.498,4.841839799,5.200717293,22.06078415
8.5,4.849416178,5.248150929,21.99393547
8.502,4.85778818,5.29622886,21.92798781
8.504,4.866952826,5.344952794,21.86295259
8.506,4.876907232,5.394324552,21.79884141
8.508,4.887648604,5.444346052,21.73566606
8.51,4.899174245,5.495019301,21.67343854
8.512,4.911481553,5.546346386,21.61217105
8.514,4.924568016,5.598329454,21.551876
8.516,4.938431219,5.650970707,21.49256603
8.518,4.953068835,5.704272382,21.43425401
8.52,4.96847863,5.758236742,21.37695301
8.522,4.984658458,5.812866063,21.32067636
8.524,5.001606261,5.868162621,21.26543763
8.526,5.019320068,5.924128678,21.21125062
8.528,5.037797989,5.980766467,21.1581294
8.53,5.057038217,6.03807818,21.10608829
8.532,5.077039022,6.096065952,21.05514186
8.534,5.097798752,6.154731849,21.00530495
8.536,5.119315827,6.214077852,20.95659268
8.538,5.141588736,6.274105844,20.90902044
8.54,5.164616037,6.334817593,20.86260388
8.542,5.188396346,6.396214736,20.81735895
8.544,5.212928339,6.458298759,20.77330189
8.546,5.238210745,6.52107099,20.73044921
8.548,5.264242346,6.58453258,20.68881772
8.55,5.291021965,6.648684482,20.64842453
8.552,5.31854847,6.713527439,20.60928704
8.554,5.34682076,6.779061962,20.57142296
8.556,5.375837764,6.845288315,20.53485029
8.558,5.405598434,6.912206496,20.49958734
8.56,5.436101742,6.97981622,20.46565272
8.562,5.467346671,7.048116895,20.43306535
8.564,5.499332209,7.117107611,20.40184446
8.566,5.532057345,7.186787113,20.37200958
8.568,5.565521056,7.257153783,20.34358056
8.57,5.599722304,7.32820562,20.31657752
8.572,5.634660029,7.39994022,20.29102092
8.574,5.670333139,7.472354751,20.2669315
8.576,5.706740506,7.545445934,20.24433033
8.578,5.743880952,7.619210019,20.22323873
8.58,5.781753246,7.693642762,20.20367837
8.582,5.820356088,7.768739406,20.18567116
8.584,5.859688107,7.844494655,20.16923931
8.586,5.899747848,7.920902645,20.1544053
8.588,5.940533764,7.997956925,20.14119191
8.59,5.982044204,8.075650429,20.12962215
8.592,6.024277403,8.153975449,20.11971931
8.594,6.067231474,8.232923616,20.11150692
8.596,6.110904391,8.312485875,20.10500874
8.598,6.155293985,8.392652448,20.10024874
8.6,6.200397927,8.473412812,20.09725114
8.602,6.246213719,8.554755671,20.09604033
8.604,6.292738681,8.636668929,20.09664091
8.606,6.339969938,8.719139656,20.09907763
8.608,6.387904407,8.80215408,20.1033754
8.61,6.436538787,8.885697544,20.10955926
8.612,6.485869541,8.969754474,20.11765437
8.614,6.535892885,9.054308352,20.12768599
8.616,6.586604771,9.139341687,20.13967944
8.618,6.638000878,9.224835986,20.15366011
8.62,6.690076591,9.310771724,20.1696534
8.622,6.742826994,9.397128345,20.1876847
8.624,6.796246848,9.48388419,20.20777938
8.626,6.850330579,9.571016483,20.22996273
8.628,6.905072259,9.658501302,20.25425998
8.63,6.96046559,9.746313547,20.28069621
8.632,7.016503893,9.834426914,20.30929634
8.634,7.073180088,9.922813884,20.34008509
8.636,7.130486681,10.0114457,20.37308694
8.638,7.188415742,10.10029231,20.4083261
8.64,7.246958889,10.18932235,20.44582643
8.642,7.30610727,10.27850311,20.48561145
8.644,7.365851546,10.36780054,20.52770424
8.646,7.426181876,10.45717919,20.57212744
8.648,7.487087905,10.54660226,20.61890315
8.65,7.548558739,10.63603151,20.66805291
8.652,7.610582924,10.72542726,20.71959763
8.654,7.673148433,10.81474835,20.77355753
8.656,7.736242644,10.90395217,20.82995208
8.658,7.799852326,10.99299459,20.88879995
8.66,7.863963623,11.08183001,20.95011894
8.662,7.928562045,11.17041134,21.0139259
8.664,7.993632434,11.25868998,21.0802367
8.666,8.059158957,11.34661577,21.1490661
8.668,8.125125083,11.43413708,21.22042773
8.67,8.191513574,11.52120072,21.29433397
8.672,8.258306464,11.60775202,21.37079594
8.674,8.325485045,11.69373476,21.44982333
8.676,8.39302985,11.77909124,21.53142441
8.678,8.460920641,11.86376227,21.61560587
8.68,8.529136388,11.94768718,21.7023728
8.682,8.59765527,12.03080389,21.79172856
8.684,8.666454656,12.11304887,21.88367475
8.686,8.735511089,12.19435725,21.97821106
8.688,8.804800278,12.27466275,22.07533522
8.69,8.874297082,12.35389782,22.17504289
8.692,8.943975511,12.43199361,22.27732757
8.694,9.013808719,12.50888007,22.38218057
8.696,9.083768992,12.58448596,22.48959087
8.698,9.153827738,12.65873898,22.59954502
8.7,9.223955489,12.73156573,22.71202705
8.702,9.294121897,12.80289189,22.82701841
8.704,9.364295739,12.87264223,22.9444979
8.706,9.434444913,12.94074071,23.06444159
8.708,9.504536438,13.00711057,23.18682266
8.71,9.574536458,13.07167443,23.31161139
8.712,9.644410248,13.13435439,23.43877503
8.714,9.714122227,13.19507213,23.56827778
8.716,9.783635965,13.253749,23.70008076
8.718,9.852914194,13.31030619,23.8341418
8.72,9.921918821,13.36466481,23.97041551
8.722,9.990610944,13.41674607,24.10885312
8.724,10.05895087,13.46647137,24.24940248
8.726,10.12689816,13.51376245,24.39200805
8.728,10.19441159,13.55854152,24.53661082
8.73,10.26144926,13.60073148,24.68314824
8.732,10.32796856,13.64025603,24.83155423
8.734,10.39392623,13.67703987,24.98175913
8.736,10.45927837,13.71100879,25.13368974
8.738,10.52398052,13.74208987,25.2872693
8.74,10.58798764,13.7702117,25.44241746
8.742,10.65125421,13.79530455,25.59905031
8.744,10.71373423,13.81730054,25.75708041
8.746,10.77538132,13.83613384,25.9164168
8.748,10.83614868,13.85174078,26.07696507
8.75,10.89598926,13.86406007,26.23862741
8.752,10.9548557,13.87303305,26.40130268
8.754,11.01270047,13.8786038,26.56488645
8.756,11.06947592,13.88071939,26.72927112
8.758,11.12513428,13.87933004,26.89434598
8.76,11.17962782,13.87438928,27.05999736
8.762,11.23290885,13.86585419,27.22610872
8.764,11.2849298,13.85368556,27.39256083
8.766,11.33564333,13.83784794,27.55923184
8.768,11.38500234,13.81830995,27.72599748
8.77,11.4329601,13.79504442,27.89273124
8.772,11.47947034,13.76802848,28.05930454
8.774,11.52448725,13.73724379,28.22558688
8.776,11.56796563,13.7026766,28.39144603
8.778,11.60986095,13.66431793,28.55674832
8.78,11.65012943,13.62216367,28.72135882
8.782,11.68872814,13.57621469,28.88514153
8.784,11.72561504,13.52647693,29.04795963
8.786,11.7607491,13.47296147,29.20967575
8.788,11.79409039,13.41568463,29.37015223
8.79,11.82560014,13.35466802,29.52925136
8.792,11.85524081,13.28993857,29.6868356
8.794,11.8829762,13.22152857,29.84276785
8.796,11.90877153,13.14947566,29.99691183
8.798,11.93259351,13.07382285,30.14913223
8.8,11.95441039,12.9946185,30.29929507
8.802,11.97419207,12.9119163,30.44726787
8.804,11.99191018,12.82577518,30.59292002
8.806,12.0075381,12.73625924,30.73612304
8.808,12.02105108,12.64343769,30.87675085
8.81,12.03242627,12.54738481,31.01467997
8.812,12.0416428,12.44817973,31.14978983
8.814,12.04868181,12.34590634,31.28196306
8.816,12.05352654,12.24065311,31.41108571
8.818,12.05616235,12.13251301,31.53704748
8.82,12.05657678,12.02158329,31.65974193
8.822,12.05475957,11.90796527,31.77906675
8.824,12.05070272,11.79176415,31.89492394
8.826,12.0444005,11.67308882,32.00722002
8.828,12.0358495,11.55205157,32.11586622
8.83,12.02504861,11.42876789,32.22077865
8.832,12.01199908,11.3033562,32.32187844
8.834,11.99670449,11.17593767,32.41909188
8.836,11.97917078,11.04663587,32.51235059
8.838,11.95940626,10.91557651,32.60159157
8.84,11.93742154,10.78288718,32.68675731
8.842,11.9132296,10.64869708,32.76779594
8.844,11.88684572,10.51313671,32.84466119
8.846,11.85828748,10.37633757,32.91731247
8.848,11.82757471,10.23843192,32.98571491
8.85,11.7947295,10.09955246,33.04983937
8.852,11.75977609,9.959832045,33.10966241
8.854,11.7227409,9.81940339,33.16516627
8.856,11.68365244,9.678398821,33.21633884
8.858,11.64254129,9.536949975,33.26317362
8.86,11.59943998,9.395187535,33.30566959
8.862,11.554383,9.25324097,33.34383118
8.864,11.50740672,9.111238275,33.37766816
8.866,11.45854928,8.969305732,33.40719549
8.868,11.40785056,8.827567672,33.43243321
8.87,11.35535208,8.68614624,33.45340632
8.872,11.30109695,8.545161179,33.4701446
8.874,11.24512976,8.404729638,33.48268247
8.876,11.18749651,8.264965979,33.49105879
8.878,11.12824453,8.125981576,33.49531671
8.88,11.06742238,7.987884666,33.49550347
8.882,11.00507978,7.850780202,33.4916702
8.884,10.94126749,7.714769709,33.48387172
8.886,10.87603727,7.579951131,33.47216634
8.888,10.80944172,7.44641875,33.45661566
8.89,10.74153427,7.31426309,33.43728434
8.892,10.67236902,7.183570816,33.41423989
8.894,10.60200067,7.054424647,33.38755246
8.896,10.53048446,6.926903336,33.35729463
8.898,10.45787604,6.801081613,33.32354119
8.9,10.38423139,6.677030136,33.2863689
8.902,10.30960677,6.554815477,33.24585635
8.904,10.23405856,6.434500134,33.20208366
8.906,10.15764326,6.316142529,33.15513237
8.908,10.08041735,6.199797015,33.10508514
8.91,10.00243722,6.085513896,33.05202565
8.912,9.923759121,5.973339477,32.99603833
8.914,9.844439051,5.863316102,32.93720825
8.916,9.764532706,5.755482216,32.87562088
8.918,9.684095398,5.649872451,32.81136194
8.92,9.603181995,5.546517662,32.74451723
8.922,9.52184685,5.445445011,32.6751725
8.924,9.440143746,5.34667806,32.60341328
8.926,9.358125828,5.250236892,32.5293247
8.928,9.275845554,5.156138168,32.45299144
8.93,9.193354642,5.064395236,32.37449751
8.932,9.110704016,4.975018241,32.29392621
8.934,9.027943763,4.888014259,32.21135996
8.936,8.945123088,4.803387388,32.12688023
8.938,8.862290273,4.721138861,32.04056743
8.94,8.779492644,4.641267169,31.95250081
8.942,8.696776531,4.56376819,31.86275844
8.944,8.614187241,4.488635303,31.77141704
8.946,8.531769029,4.415859504,31.678552
8.948,8.449565072,4.345429532,31.58423727
8.95,8.367617449,4.277331997,31.48854534
8.952,8.28596712,4.211551497,31.39154717
8.954,8.20465391,4.148070733,31.29331216
8.956,8.123716494,4.086870631,31.19390812
8.958,8.043192388,4.027930462,31.09340124
8.96,7.963117938,3.971227956,30.99185609
8.962,7.883528318,3.916739414,30.88933557
8.964,7.804457519,3.864439819,30.78590089
8.966,7.725938352,3.814302943,30.68161163
8.968,7.648002451,3.76630146,30.57652566
8.97,7.570680269,3.720407039,30.47069922
8.972,7.494001089,3.676590453,30.36418683
8.974,7.417993023,3.634821667,30.25704141
8.976,7.342683029,3.595069939,30.1493142
8.978,7.268096913,3.557303907,30.04105484
8.98,7.194259346,3.521491673,29.93231135
8.982,7.12119387,3.487600895,29.82313018
8.984,7.048922922,3.455598857,29.7135562
8.986,6.977467841,3.425452552,29.60363278
8.988,6.906848888,3.397128754,29.49340176
8.99,6.837085262,3.370594089,29.38290353
8.992,6.768195122,3.345815098,29.27217703
8.994,6.700195605,3.322758301,29.16125978
8.996,6.633102844,3.301390257,29.05018794
8.998,6.566931993,3.281677625,28.93899634
9,6.501697244,3.263587209,28.82771849
9.002,6.437411857,3.247086014,28.71638665
9.004,6.374088176,3.232141288,28.60503183
9.006,6.311737654,3.218720572,28.49368387
9.008,6.25037088,3.20679174,28.38237145
9.01,6.189997599,3.196323029,28.27112213
9.012,6.130626739,3.187283083,28.15996239
9.014,6.072266435,3.179640984,28.04891768
9.016,6.014924051,3.173366282,27.93801243
9.018,5.95860621,3.16842902,27.82727011
9.02,5.903318813,3.164799759,27.71671326
9.022,5.84906707,3.162449607,27.60636353
9.024,5.795855518,3.161350235,27.49624169
9.026,5.743688051,3.161473896,27.38636772
9.028,5.692567942,3.16279344,27.27676078
9.03,5.642497866,3.165282333,27.16743928
9.032,5.593479929,3.168914667,27.05842093
9.034,5.545515685,3.173665171,26.94972272
9.036,5.498606167,3.179509223,26.841361
9.038,5.452751903,3.186422852,26.73335149
9.04,5.407952944,3.194382752,26.62570929
9.042,5.364208886,3.203366282,26.51844896
9.044,5.32151889,3.213351471,26.41158452
9.046,5.279881706,3.22431702,26.30512945
9.048,5.239295692,3.236242304,26.19909678
9.05,5.19975884,3.24910737,26.09349905
9.052,5.161268791,3.26289294,25.98834839
9.054,5.123822858,3.277580406,25.88365651
9.056,5.087418045,3.293151826,25.77943474
9.058,5.052051068,3.309589925,25.67569403
9.06,5.017718371,3.326878087,25.57244502
9.062,4.984416147,3.34500035,25.46969802
